Ticket.ID,Ticket.Open.Date...Time,Ticket.Close.Date...Time,Ticket_Summary
478609,05-08-2015,05-08-2015,Data fix Access for 2 days in PR1/500 (C_MRUPAYAN)
478613,05-08-2015,05-12-2015,"<L1>Kronos Countwise | Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, JFK (24)"
478626,05-08-2015,5/15/2015,L1|Wincor#151 issue
478627,05-08-2015,5/15/2015,SAP STORE location creation 
478628,05-08-2015,5/15/2015,SKU CREATE TEMPLATE - VERY VERY URGENT
478629,05-08-2015,06-01-2015,To restrict SAP Access to users based on their role
478630,05-08-2015,5/18/2015,Site Create: Saipan Hotel Kanoa - location code
478632,05-08-2015,5/17/2015,L1|POS | -ve POS in TBG
478635,05-08-2015,5/13/2015,Sales correction 1-2Mar 2015_NIA
478636,05-08-2015,5/25/2015,L2:Data issue:INSIGHT FinanceReport_Validation program completed 08-May-2015
478637,05-08-2015,05-11-2015,"ERROR: Countwise to INSIGHT Traffic 7:30PM Extraction in SGGLBDCNTR01 (NAM SFO, LAX)"
478644,05-08-2015,5/22/2015,P2P | VENDOR TO P2P
478646,05-08-2015,06-01-2015,Kronos | India |DFS Arrivals Last Minute Duty Free Store at L2
478648,05-08-2015,5/18/2015,CSM | India |DFS Arrivals Last Minute Duty Free Store at L2
478652,05-08-2015,06-01-2015,Kornos Access
478657,05-09-2015,5/16/2015,WINCOR | NAM : Please setup up POS button for the TAG Heuer GC at both LAX/TBIT and SFO 
478660,05-09-2015,5/25/2015,"Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Hong Kong (1, 3, 6, 24)"
478662,05-09-2015,5/14/2015,"<L1>Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Singapore (7, 22)"
478668,05-09-2015,5/15/2015,MCS | HNL : HNL MCS jobs not running other jobs holding it up?
478674,05-09-2015,5/22/2015,"<L1>CW | AUS : Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Australia (18, 19)"
478675,05-09-2015,06-01-2015,WINTEL | HNL : take me off of the Distribution list.  
478680,05-09-2015,05-12-2015,MCS | SIN: re-run an SPH report 
478681,05-09-2015,5/15/2015,POS |  NAM: The description appeared as “BVL GWP” on POS register receipt instead of HB GWP. 
478685,05-09-2015,5/14/2015,L1: Lock the user-id C_LENG in DFS SAP support landscape
478687,05-09-2015,5/16/2015,L1|POS | SIN: Dunhill Boutique: Pos502
478691,05-09-2015,05-12-2015,"<L1>Kronos Countwise | Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, LAX and SFO (23, 21)"
478694,05-09-2015,5/22/2015,"Kronos Countwise | Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Hawaii (5, 15)"
478699,05-10-2015,5/14/2015,L2:Data issue:Central Coach Traffic Counter
478702,05-10-2015,5/14/2015,"<L1>Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, New Zealand (4, 20)"
478704,05-10-2015,05-11-2015,"3 AM and 6 AM traffic to INSIGHT not interfaced on 10th May,2015"
478707,05-10-2015,5/25/2015,"<L1>Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Abu Dhabi (16)"
478709,05-10-2015,5/16/2015,User getting reports multiple times a day
478710,05-10-2015,5/16/2015,L1|Refund Problems
478711,05-10-2015,5/25/2015,L1:Data issue:INSIGHT | SIN:Records Rejected from : INS.DI.TRAFFIC.DEL.ALL. 
478712,05-10-2015,05-11-2015,PAXTRAX | OKI: Following bag is not available in PaxTrax.
478713,05-10-2015,06-01-2015,BI | HKG: update yesterday’s traffic for Chinachem
478717,05-10-2015,5/14/2015,"LOYALT | SIN:Abnormality in sales for divisions - DFS COTAI LIMITADA, DFS HK LTD- ABU DHABI, DFS HONG KONG LIMITED, DFS NEW ZEALAND LIMITED"
478723,05-10-2015,5/14/2015,LoyalT | LOYAL T PROMOTION SCRIPT ERROR
478727,05-10-2015,05-12-2015,L1|POS | mac - register #895 is ringing up with to date 5/11 - 
478730,05-10-2015,05-11-2015,"Kronos Countwise | ERROR: Countwise to INSIGHT Traffic 7:30PM Extraction in SGGLBDCNTR01 (NAM SFO, LAX)"
478731,05-10-2015,5/14/2015,"<L1>Kronos Countwise | Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, LAX and SFO (23, 21)"
478734,05-10-2015,5/14/2015,"<L1>Kronos Countwise | Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Hawaii (5, 15)"
478738,05-10-2015,05-12-2015,L1 SAP Finance | P4-2015 Open FI - open FI for company code 9112 for period 4/2015 by 8.30am 11 May 2015.
478746,05-11-2015,05-12-2015,GDC E3 nightly running for long time and exceeded 5.30SGT
478751,05-11-2015,5/18/2015,L1: Hainan sales posting
478752,05-11-2015,5/18/2015,L1:Sanya sales posting
478754,05-11-2015,5/18/2015,L1:Vietnam sales posting
478758,05-11-2015,05-12-2015,PCN 272915 is scanning at 30% off in GUAM
478760,05-11-2015,5/22/2015,"<L1>Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Hong Kong (1, 3, 6, 24)"
478765,05-11-2015,5/14/2015,"Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Macau (2, 17)"
478773,05-11-2015,5/15/2015,SFO Path unmounted in SGGLBDSBI13 MSTR I Server
478775,05-11-2015,5/14/2015,Request to increase the max order lines for E3 suggested SO's from 30 to 75 for HKGA
478776,05-11-2015,5/22/2015,To Support EMC card replacement on MMD(AIX) system on 9.May.2015
478777,05-11-2015,5/15/2015,Cube re-publish required to incorporate the traffic data in published reports
478780,05-11-2015,5/16/2015,Clarins INV 20925907 PO 43-120604- Missing infor record
478781,05-11-2015,5/29/2015,L1|ChinaChem server room outage
478782,05-11-2015,05-12-2015,CBOS Location created under Vietnam division rolling up under Australia division
478784,05-11-2015,5/15/2015,HSCODES_S696_0725.txt SKU not reflected on POS at Miu Miu Okinawa
478793,05-11-2015,05-12-2015,L1|POS | Sunplaza POS2127 HD failed
478795,05-11-2015,5/15/2015,Item style did not interface over to SAP
478798,05-11-2015,06-01-2015,Traffic Count for Saipan Airport store
478803,05-11-2015,05-11-2015,"Terminate | Terminate Han, Bridget S from P2P"
478804,05-11-2015,05-11-2015,Data Fix Access
478806,05-11-2015,05-12-2015,L1: Request to delete the DO 80818824  in SAP
478809,05-11-2015,5/16/2015,Location Code for 2330 in MCS
478817,05-11-2015,5/13/2015,To manually execute the NZ PLU download 
478818,05-11-2015,05-11-2015,Sales I-Doc failed as Article and listing was not interfaced to SAP 
478836,05-11-2015,5/17/2015,MCS | SIN : LOC 318 Sales Discrepancy
478838,05-11-2015,5/26/2015,L2:INFORM | HKG | CCM : Merchant data dump - Coach Department 55
478839,05-11-2015,05-12-2015,Alert - Okinawa Missing Transaction Reported
478843,05-11-2015,5/16/2015,HKG variance between INFORM and SAP -  Apr 15
478845,05-11-2015,06-01-2015,L1|Request for Sydney Galleria Master Data
478849,05-11-2015,5/13/2015,Update into GLNMAPTBL and GLNMAP852 for May 2015
478852,05-11-2015,5/27/2015,REQUEST TO CHURN A REPORT
478854,05-11-2015,06-01-2015,L2:New Locations for Estee Lauder EDI Sales Report & Inventory Report
478857,05-11-2015,05-12-2015,MCS | OKI : SKU(#10298867) doesn’t reflect in MCS system
478860,05-11-2015,5/21/2015,CPRS
478866,05-11-2015,05-12-2015,SAP | SIN : SAP Error in Excel format
478869,05-11-2015,06-01-2015,Need to Update Options for Selection on Discount Report by POS
478872,05-11-2015,5/17/2015,MCS | Chanel SKU
478873,05-11-2015,05-12-2015,Provide authorization to the user C_RSIVA in PR1
478880,05-11-2015,5/13/2015,"SKU interfaced from SAP, but not available in INFORM - VTF Apr 15"
478881,05-11-2015,06-01-2015,L1:SCM : 2014 LAX PRC nationality spend by payment type
478885,05-11-2015,5/15/2015,MCS | OKI : Difference salse unit in Apr between MCS and PaxTrax
478886,05-11-2015,06-01-2015,XTRAX | OKI : Can you post below transaction to Paxtrax 
478891,05-11-2015,5/15/2015,Sku adjustment - MCS Sin
478894,05-11-2015,5/18/2015,Monitoring efforts for 11.05.2015 to 15.05.2015
478895,05-11-2015,5/16/2015, Re-run CoD Commission
478897,05-11-2015,06-01-2015,TALEO | MAC : Create a new work location in Taleo System
478901,05-11-2015,5/15/2015,POS#15 at Sydney George Street store 
478903,05-11-2015,5/25/2015,FINANCE | SIN : To download the Master Data from SAP to BPM
478909,05-11-2015,5/17/2015,OKI: User reports investigate why there is sales discrepancy between next day extraction and month end extraction in MCS NABCO as follows
478911,05-11-2015,5/15/2015,L1|DFS HAW-MISSING SALES-pls tell if IT is going to pull in or we (sales audit) has to rekey
478914,05-11-2015,5/17/2015,SAP | eGC Location - Creation Of New Locations
478918,05-11-2015,5/16/2015,{Data Reprocess} :: CA#477293 NAM SFO TRAFFIC MONITORING STATUS 30 APRIL CA3477294(LBS)
478920,05-11-2015,5/14/2015,SU01 Parameters for SAP Cavallo consultants in PR1/500
478922,05-11-2015,5/25/2015,POS | Footer message is displaying ?
478925,05-11-2015,5/21/2015,L1|VPN Access for EC team
478926,05-11-2015,5/26/2015,L2:Reporting issue:Sales discrepancy on May 4th for Cartier
478927,05-11-2015,5/26/2015,L2:Data issue:INFORM | SIN : INSIGHT FinanceReport_Validation program completed 11-May-2015
478933,05-11-2015,5/14/2015,DFSNZ1 Migration activity
478936,05-11-2015,5/17/2015,L2:Data issue:INFORM | HKG | CCM : Yun Nan Tobacco_Inform Database
478941,05-11-2015,5/19/2015,L2:Data issue:Traffic Count - Cartier
478943,05-11-2015,5/18/2015,L1 SAP | SIN : CLEANUP - to block for posting and mark for deletion of vendors in SAP 
478946,05-11-2015,5/14/2015,FINANCE | SIN : User reports SAP Interactive file- Error
478955,05-11-2015,5/27/2015,L1:INSIGHT | GUM : Claims response 5/11<DT0511 DT15-1020-30 GUM(N/A)Sales search>
478956,05-11-2015,5/15/2015,DMS:HKG: User unable to create PO
478966,05-11-2015,06-04-2015,Hysan Phase 2 renovation >> countwise setting
478968,05-11-2015,5/20/2015,L1: BASIS | HAW : User requests Deactivation of Roxanne Vierra
478973,05-11-2015,05-12-2015,P2P | HAW : User requests Deactivate Vierra Roxanne profile in SAP
478975,05-11-2015,05-12-2015,"<L1>COUNTWISE | NAM : Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, LAX and SFO (23, 21)"
478978,05-11-2015,5/18/2015,SCM | March MCS Rejection SKU's for NAM
478979,05-11-2015,5/18/2015,SCM | April MCS Rejection SKU's for NAM
478980,05-11-2015,5/14/2015,POS | Wincor Login Trouble
478982,05-11-2015,5/18/2015,CSM | CATS Number Assign: LA Office 
478985,05-12-2015,5/18/2015,SAP SRM | American Lighting: Puck Lights; Galleria - advise P2P vendor #
478987,05-12-2015,06-04-2015,L1|Wincor TPDOTNET Licenses
478992,05-12-2015,05-12-2015,SAP SRM | ACTION REQUIRED: System/Security Access Deactivation Needed 
478994,05-12-2015,5/13/2015,NZ-CSA Report  10 May 2015 run date 11 May 2015
479003,05-12-2015,5/27/2015,SAP SRM | P2P Approvals - re-directing approvals in P2P
479004,05-12-2015,5/22/2015,"<L1>Kronos Countwise | Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Singapore (7, 22)"
479014,05-12-2015,5/25/2015,"<L1>Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Abu Dhabi (16)"
479016,05-12-2015,5/16/2015,L1: Change of Invoicing Party: Diageo GTME - Guam
479017,05-12-2015,5/16/2015,XTRAX | status change
479019,05-12-2015,5/13/2015,New HS codes to register - Miumiu <S696 - 729>
479022,05-12-2015,5/21/2015,Change Approval for Shopping Cart SG0131787 05.05.2015 02:51 (10219511)
479023,05-12-2015,05-12-2015,MCS | New HS codes to register - Prada <S497 - 2890>
479025,05-12-2015,5/13/2015,DMS | Mass update of COO
479028,05-12-2015,05-12-2015,Posting error
479032,05-12-2015,5/15/2015,SKU’s on order unit has not flowed to INFORM on order
479049,05-12-2015,5/14/2015,Remove duplicate STYATR record
479051,05-12-2015,05-12-2015,T-Code: FB60 for GST posting
479053,05-12-2015,5/18/2015,Hawaii Request for Excel Queries for Lease Vendor Pow Wow
479056,05-12-2015,5/17/2015,Tax refund button for DFS destination pos
479060,05-12-2015,5/18/2015,L1|India CSA05R - 8 May 2015
479061,05-12-2015,5/15/2015,DFS Auckland Concession
479069,05-12-2015,5/16/2015,URGENT: Singapore Retail Upload Discrepancies
479070,05-12-2015,5/20/2015,Wrong on order units in both MCS and inform.
479072,05-12-2015,5/13/2015,P2P issue - Missing PO record
479076,05-12-2015,5/17/2015,Unable to create a PO in P2P that is charged to cost center UGO6610.
479079,05-12-2015,5/14/2015,Goods Movement I-Doc(WPUWBW) failed due to Article and listing was not send to SAP
479092,05-12-2015,5/16/2015,April Commission-TL incentive re-run
479095,05-12-2015,06-04-2015,POS | Wincor at international airport
479097,05-12-2015,06-01-2015,L1:DT0511 DT15-1001-30 Sales record  
479099,05-12-2015,5/18/2015,MCS Output file set-up
479103,05-12-2015,5/20/2015,EDI: PO#0480130636 with incorrect sold to code and missing price for item IB246 to vendor #143487
479114,05-12-2015,5/27/2015, Invalid SKUS in INDO MCS - Mar'15 (Non DFS Merchandise)
479125,05-12-2015,5/17/2015,Item style did not interface to SAP
479126,05-12-2015,5/16/2015,Fail to input UPC
479128,05-12-2015,5/15/2015,Reg PR1 OSS Connection
479129,05-12-2015,06-04-2015,Kronos Function and location allocation
479132,05-12-2015,5/13/2015,Authorization required
479133,05-12-2015,5/14/2015,PO Change I-Doc (PORDCH) failed as Purchase Order not available in SAP
479135,05-12-2015,5/20/2015,HKG - Receiver 195605 PO 66-102119 invoice G111HKG10191025 reconciliation issue
479136,05-12-2015,06-12-2015,SACOM SPIFF Module for Hawaii
479139,05-12-2015,5/14/2015,WINCOR | HKG | SUN :  TAExplorer 
479142,05-12-2015,5/13/2015,CA478903 CO8458 Provide access for data Update
479153,05-12-2015,06-04-2015,Quarterly Countwise Validation - ABD
479154,05-12-2015,5/20/2015,SG Retail INFORM and SAP Validation- Apr15
479160,05-12-2015,5/17/2015,SAP | SIN : Check employee access in SAP PR1
479162,05-12-2015,5/13/2015,No interfaced from DMS to MCS/SFO Invoice 
479165,05-12-2015,5/26/2015,FINANCE | SIN : SMRF1505-06 Create new site 2030 for Beauty Center in Macau Studio City in cost centre MCO1216
479167,05-12-2015,5/26/2015,L1:DWBI | HKG | HYS : Hysan Estimate traffic on Apr 28 & 29 >> reprocess completed
479168,05-12-2015,5/17/2015,MCS | HKG | CCM : CMS System issue
479183,05-12-2015,5/25/2015,MCS | OKI : User requests to add the entry of outq “P58702HP” and Workstation ID “T585111S1” and User “CASHITOMI” into exception file RETFL058/PRTREP 
479184,05-12-2015,5/26/2015,L1:DWBI | GUM : Claims response 5/12<DT0512 DT15-1026-30 GUM(N/A)Sales search >
479185,05-12-2015,5/14/2015,"DMS | HKG | CCM : UGG Sku Create - still ""in Queue"""
479188,05-12-2015,5/25/2015,"<L1>COUNTWISE | NAM : Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, LAX and SFO (23, 21)"
479192,05-12-2015,5/25/2015,POS | Urgent: Promotion Disabling Assistance
479195,5/13/2015,5/17/2015,INFORM Daily Load Failed for the division : GDC 
479199,5/13/2015,06-05-2015,XTRAX | Pax Database corrections 
479200,5/13/2015,5/27/2015,L2:Fashion Team inform account
479201,5/13/2015,5/15/2015,Units are stuck in the in-transit and need to be moved to 91 
479202,5/13/2015,5/14/2015,Unable to Connect to Kahului Wincor Backstore
479203,5/13/2015,5/18/2015,DF SKUs that were processed in MCS for DP SKUs
479206,5/13/2015,5/22/2015,"<L1>Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Singapore (7, 22)"
479208,5/13/2015,5/14/2015,POS | Cartier register 941 still not working
479211,5/13/2015,5/18/2015,Vendor not available in system.
479216,5/13/2015,5/25/2015,"<L1>Kronos Countwise | Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Hong Kong (1, 3, 6, 24)"
479219,5/13/2015,5/29/2015,L1|EJViewer Request
479222,5/13/2015,5/22/2015,P2 ticket for Sales result discrepancies -User requesting to respond by end of today
479225,5/13/2015,5/27/2015,L2: Loyalt Global Monthly report delivery inconsistencies root cause
479231,5/13/2015,5/21/2015,New Wincor POS Duty Paid Register 243 for Hawaii Waikiki Galleria request was to have this by Thursday 5/14/15 (HST)
479233,5/13/2015,5/20/2015,May 2015 sales recon
479237,5/13/2015,5/17/2015,Please updated Richard Zhou's approval limit in BPM
479240,5/13/2015,5/16/2015,Add hostname W7DSIND0806 to Opentext Enterprise Archive Server
479245,5/13/2015,5/15/2015,"SAP - T code GR55, Report TB01: Bal under cost centre KHM9999 not appearing for Co Code 5251"
479250,5/13/2015,5/13/2015,Order not interfaced to SAP for the PO 399487 
479265,5/13/2015,5/21/2015,POS set up request for Redemption Lounge
479266,5/13/2015,5/17/2015,Remove Balaji access from PH1 for OS level as well as application level and keep Display access only.
479276,5/13/2015,5/26/2015,L2:May MTD STAR ratio - as of May 12th
479278,5/13/2015,5/21/2015,Vendor number change for brand 4284 under v# 238204 to new v#160804
479279,5/13/2015,5/17/2015,Loyal T member segmentation data set
479282,5/13/2015,5/28/2015,HR | SIN: Benefits
479291,5/13/2015,5/19/2015,L1: TSM/001 Validity expired
479293,5/13/2015,5/14/2015, #SLS_ALRT :: P1 :: CA479212  :: Sales not received for POS shop 0410 -HAI MKT LAND ARR D
479296,5/13/2015,5/20/2015,Create New Leave Type for Macau
479307,5/13/2015,5/15/2015,MCS | sin: Shipment to Phu Quoc *URGENT*
479308,5/13/2015,5/14/2015,EPS and Octopus
479321,5/13/2015,5/19/2015,MCS | HKG : UPC misconnection
479325,5/13/2015,06-01-2015,L2:Fashion SS15 Brand recap report (MD S15)
479330,5/13/2015,06-01-2015,OKI || Stamp Duty Report Query
479331,5/13/2015,5/14/2015,MCS | Still Reflecting April Price
479334,5/13/2015,5/25/2015,Credit card NR/NT for Oct14 to Dec14 CA#478539
479336,5/13/2015,5/21/2015,To perform PLU setup for Macau Galaxy Store
479346,5/13/2015,5/29/2015,"Request to do onetime clean-up activity for RSKUs (900+) with multiple primary UPCs, to correct RSKU+Div records with ONE primary UPC"
479347,5/13/2015,5/18/2015,Promotions Summary (T Galleria) Singapore (TIM Vouchers)
479350,5/13/2015,5/21/2015,Month-end inventory & monthly inventory movements comparison: Operator vs MCS
479351,5/13/2015,5/18/2015,"Bali consignment sales for Mar'15 for style: W1556360, WE902063 & WE902074"
479353,5/13/2015,5/18/2015,MCS | HKG | CCM : MCS AG download
479355,5/13/2015,5/14/2015,To Provide Data fix access
479358,5/13/2015,5/18/2015,Month-end inventory & monthly inventory movements comparison: Operator vs MCS - April 2015 
479360,5/13/2015,06-05-2015,SSRS Report for Mumbai - QA setup
479364,5/13/2015,5/18/2015,L1|Wincor EOD monitoring
479365,5/13/2015,5/18/2015,L1|Sales Check
479374,5/13/2015,5/21/2015,MCS | HKG | CCM : Invalid Sku error
479383,5/13/2015,5/14/2015,Authorization Required
479389,5/13/2015,5/14/2015,SAP | SIN : Include SyRUS account mapping for 3595244 in t-code ZFISYRUS_COA
479389,5/13/2015,5/14/2015,SAP | SIN : Include SyRUS account mapping for 3595244 in t-code ZFISYRUS_COA
479389,5/13/2015,5/14/2015,SAP | SIN : Include SyRUS account mapping for 3595244 in t-code ZFISYRUS_COA
479389,5/13/2015,5/14/2015,SAP | SIN : Include SyRUS account mapping for 3595244 in t-code ZFISYRUS_COA
479401,5/13/2015,5/17/2015,Consignment PO (ZCN) create I-doc failed as  Article listing was not send to  SAP.
479402,5/13/2015,5/27/2015,L2:Data issue:unknown category from BI report
479412,5/13/2015,5/25/2015,Requesting selection of 135 (AUH / CMN / AUH) in SAP PH1 IT1
479418,5/13/2015,5/17/2015,To process attached file in GDDS (New Zealand Division) 
479429,5/13/2015,5/14/2015,Provide the SM30 access.
479430,5/13/2015,06-05-2015,L2:Develop report for dept. 96 sales for HKIA
479431,5/13/2015,5/28/2015,SAP | To Create SAP Site Location Number
479437,5/13/2015,5/27/2015,DMS | HKG | CCM : User requests to put SKU CREATION as priorities
479441,5/13/2015,5/18/2015,MCS | HKG | CCM : User reports UPC 3145891879353 cannot be downloaded 
479442,5/13/2015,5/18/2015,DMS | OKI : UPC# is not uploaded in MCS 
479444,5/13/2015,5/22/2015,MCS | IND : Change The SKU In air port bond Number T2-DF-1287
479449,5/13/2015,5/19/2015,CSA | Macau IT report - Apr 15
479453,5/13/2015,5/17/2015,Sales is reporting under unknown category for Chinachem galleria
479455,5/13/2015,5/18/2015,Records Rejected from : INS.DI.TRAFFIC.DEL.ALL. 
479456,5/13/2015,06-05-2015,L2:HKIA Spiff result discrepany
479461,5/13/2015,5/25/2015,"<L1>COUNTWISE | HAW : Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Hawaii (5, 15)"
479477,5/14/2015,5/21/2015,L1|Missing Transaction in Flash Sales for Shop Location 77
479483,5/14/2015,5/25/2015,"<L1> Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Guam, Saipan and Okinawa (10, 12, 13, 14, 8, 9)"
479485,5/14/2015,5/25/2015,"<L1>Kronos Countwise | Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Singapore (7, 22)"
479488,5/14/2015,5/17/2015,issue Purchase # 11- 398346 
479495,5/14/2015,5/20/2015,New Zealand Rekey not posted 
479496,5/14/2015,5/18/2015,POS#76 Database need to be repaired at Sydney George street store
479497,5/14/2015,5/28/2015,Please setup the Training System to accept Credit Cards via Paymentech Test Server
479528,5/14/2015,5/22/2015,EDI PO#0480132645 with wrong sold to code - LVMH Benefit #143487
479534,5/14/2015,06-01-2015,L1:Request Insight Transaction Report
479535,5/14/2015,5/19/2015,SAP HR | IT167 Benefit Plans
479537,5/14/2015,5/18/2015,2512491 - Annual Salary
479538,5/14/2015,5/29/2015,To enable Central Cashiering for COD
479540,5/14/2015,5/18/2015,POS#74 and POS#80 database need to be repaired at Sydney George street store
479551,5/14/2015,5/26/2015,"DFS Nam-CSA005R-desc 'No MCS disc code for disc code 22, MCS disc 02 will be used'"
479561,5/14/2015,5/17/2015,Setup BS Client into training laptop
479562,5/14/2015,5/18/2015,Incentive Payment Amount AUS NZ  Ad-Hoc Query
479563,5/14/2015,5/17/2015,The Tapa report can not be opened at Cairns store
479568,5/14/2015,5/14/2015,RTV PO Create  I-Doc  (PORDCR1)  failed as create  was already available in SAP.
479571,5/14/2015,5/15/2015,L1|Zero transaction posting
479573,5/14/2015,5/17/2015,cannot check TAPA system
479574,5/14/2015,5/18/2015,IDT PO Subsequent Document Create failed as Article listing was not send to SAP.
479579,5/14/2015,5/22/2015,Inventory isuse for SKU - 12620530
479589,5/14/2015,5/21/2015,POS | MAC: WINCOR ISSUES
479590,5/14/2015,5/25/2015,DMS|SFO::Update Alcohol% fields in 241 SKUs in prodn
479592,5/14/2015,5/18/2015,Suspensions due to Styl ids missing in Styl table in INSIGHT
479596,5/14/2015,5/18/2015,Variance in POS MD between SAP and INFORM  for April 2015 -  HKG division
479596,5/14/2015,5/18/2015,Variance in POS MD between SAP and INFORM  for April 2015 -  HKG division
479596,5/14/2015,5/18/2015,Variance in POS MD between SAP and INFORM  for April 2015 -  HKG division
479596,5/14/2015,5/18/2015,Variance in POS MD between SAP and INFORM  for April 2015 -  HKG division
479602,5/14/2015,5/20/2015,Change of IP address of Countwise and Kronos devices in Changi Airport T3
479604,5/14/2015,5/18/2015,SAP  |  OKI: GR pending
479605,5/14/2015,5/21/2015,L1 | IND: Preorder Delivery System ID creation
479613,5/14/2015,5/18/2015,MRKO & ME13 amounts are diffeent: HKG - Consignment vendor 8003061 - RAINBOW ASSET LIMITED
479623,5/14/2015,5/25/2015,L2:Data issue:Spirirts - Brand MCGIBBONS 3039
479625,5/14/2015,5/21/2015,SAP | SIN: Tim Delessio receive the notice for him to approve a P2P PO indicated 
479630,5/14/2015,5/25/2015,"SAP | ABD SAP PH1 Access for Lee, Dorothy"
479640,5/14/2015,5/19/2015,FINANCE | SIN : User requests List of inactive cost centres in 1511
479640,5/14/2015,5/19/2015,FINANCE | SIN : User requests List of inactive cost centres in 1511
479640,5/14/2015,5/19/2015,FINANCE | SIN : User requests List of inactive cost centres in 1511
479640,5/14/2015,5/19/2015,FINANCE | SIN : User requests List of inactive cost centres in 1511
479641,5/14/2015,5/25/2015,"<L1>CCOUNTWISE | NAM :  Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, JFK (24)"
479642,5/14/2015,5/18/2015,CSM | REJECTED REFUND - 12May15 HIA 
479644,5/14/2015,5/25/2015,CSA | SIN: April 2015 Sales Discrepancy - T2 DFS Watch South TA 2012
479649,5/14/2015,5/21/2015,L1| MAC: Search and retrieve receipts 
479652,5/14/2015,5/21/2015,SAP | HKG | problem P2P
479658,5/14/2015,5/17/2015,Invoice Issue - Missing Info Record for PO# 31-122871; Invoice 117150001132
479659,5/14/2015,5/25/2015,MCS | input sku into T2A & T3A POS for MOWS wine
479663,5/14/2015,5/27/2015,POS| OKI : DSA test enrollment
479664,5/14/2015,5/19/2015,"BASIS | HKG: P2P system cannot be accessed even after using ""USER GUIDE"""
479666,5/14/2015,06-01-2015,L2:INFORM | HKG | CCM : Folder Creation and Inform set up
479668,5/14/2015,5/19/2015,MCS | HKG: Not in line with Informs report
479669,5/14/2015,5/26/2015, Wrong PD for industry partners when purchasing Origins
479670,5/14/2015,5/18/2015,BPM | MAC | FS : Add workstatiion in Livelink System for W7DMACD0049
479677,5/14/2015,5/25/2015,TTO
479680,5/14/2015,5/20/2015,"COUNTWISE | NAM : ERROR: Countwise to INSIGHT Traffic 7:30PM Extraction in SGGLBDCNTR01 (NAM SFO, LAX)"
479682,5/14/2015,06-03-2015,L1|POS Offline alert Monitoring
479686,5/14/2015,5/29/2015,L2|SAS switch re-configuration and RAM changes in SGGLBDSBI09 & SGGLBDSBI16
479705,5/14/2015,6/15/2015,L2:CRS | MAC | FS : User requests to find a transaction for the customer for repair
479706,5/14/2015,5/18/2015,L1 FINANCE | SIN : User requests Approval to unblock SAI1165 for OIM clearing
479711,5/14/2015,5/21/2015,POS | Pos 800 & 813 - Some error after rebooting
479716,5/14/2015,5/27/2015,SAP Basis | New Hire Laptop - Stephanie Kaumeheiwa - SAP request
479719,5/15/2015,5/27/2015, T-2 kronos Correction Forms and Time Sheet for Staff
479721,5/15/2015,5/22/2015,L1 | NAM : SKU 10565760_ Not Scanning
479736,5/15/2015,5/28/2015,"Kronos Countwise | Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Hong Kong (1, 3, 6, 24)"
479742,5/15/2015,5/20/2015,L1: SAP | NAM : System/Security Access Deactivation Needed - Jacqueline Berg
479745,5/15/2015,5/28/2015,"CW | ABD : Exceeded Threshold by Weekly Average: Previous Day Traffic Monitoring, Abu Dhabi (16)"
479748,5/15/2015,06-09-2015,L2:INSIGHT_Missing_Master_Information_Suspension
479754,5/15/2015,5/18/2015,Unable to connect to UK1[KSSAP6]
479758,5/15/2015,06-03-2015,Removing and Adding of end users for monthly report
479759,5/15/2015,5/18/2015,L1 | HAW : Hawaii missing sales - Kahului 11-13 May 2015
479763,5/15/2015,5/15/2015,Provide authorization to the user C_RSIVA in PR1 as per the data fix
479771,5/15/2015,5/26/2015,completed prepayment invoice without FI postings 
479771,5/15/2015,5/26/2015,completed prepayment invoice without FI postings 
479771,5/15/2015,5/26/2015,completed prepayment invoice without FI postings 
479771,5/15/2015,5/26/2015,completed prepayment invoice without FI postings 
479772,5/15/2015,5/29/2015,FINANCE | SIN : SMRF1505-09 create new site 2032 for warehouse in Cambodia in cost center SVE1972.xlsx
479774,5/15/2015,5/25/2015,India transaction testing
